30.83348,103.7715,start
30.83348,103.7715,start
30.83311,103.771,track
30.83272,103.7706,track
30.83232,103.7702,track
30.8319,103.7698,track
30.8315,103.7694,track
30.83114,103.7689,track
30.83081,103.7686,track
30.83049,103.7682,track
30.83014,103.7678,track
30.82977,103.7674,track
30.8294,103.767,track
30.82905,103.7666,track
30.82869,103.7662,track
30.82833,103.7658,track
30.82796,103.7654,track
30.8276,103.7649,track
30.82724,103.7645,track
30.82689,103.7641,track
30.82651,103.7637,track
30.82615,103.7633,track
30.8258,103.7629,track
30.82544,103.7625,track
30.82509,103.7621,track
30.82474,103.7616,track
30.82438,103.7612,track
30.82402,103.7608,track
30.82365,103.7603,track
30.82329,103.7599,track
30.82293,103.7594,track
30.8226,103.7591,track
30.82226,103.7587,track
30.82195,103.7583,track
30.82162,103.7579,track
30.82129,103.7575,track
30.82087,103.7571,track
30.82044,103.7568,track
30.81997,103.7565,track
30.81949,103.7564,track
30.81902,103.7562,track
30.81849,103.7561,track
30.81794,103.7559,track
30.81748,103.7558,track
30.81701,103.7557,track
30.81653,103.7555,track
30.81601,103.7554,track
30.81549,103.7552,track
30.81498,103.7551,track
30.81447,103.7549,track
30.81395,103.7548,track
30.81348,103.7547,track
30.81296,103.7547,track
30.81249,103.7548,track
30.81203,103.755,track
30.81157,103.7553,track
30.81119,103.7556,track
30.81078,103.7559,track
30.81041,103.7563,track
30.81,103.7567,track
30.80964,103.7571,track
30.80926,103.7575,track
30.80887,103.7579,track
30.80846,103.7583,track
30.80805,103.7587,track
30.80765,103.7592,track
30.80725,103.7596,track
30.80684,103.7601,track
30.80642,103.7605,track
30.80599,103.761,track
30.80566,103.7613,track
30.80533,103.7617,track
30.80488,103.7622,track
30.80454,103.7625,track
30.80419,103.7629,track
30.80385,103.7633,track
30.80351,103.7637,track
30.80316,103.764,track
30.80278,103.7644,track
30.80237,103.7647,track
30.80193,103.7649,track
30.80147,103.7651,track
30.80102,103.7652,track
30.80057,103.7654,track
30.80013,103.7655,track
