29.559188,106.556889,start
29.559188,106.556889,start
29.559006,106.557009,photo
29.557492,106.571026,attraction
29.557439,106.571018,attraction
29.557492,106.571101,attraction
29.557467,106.571033,attraction
29.557456,106.570988,attraction
29.557472,106.571009,attraction
29.557429,106.571018,attraction
29.557514,106.570918,attraction
29.557456,106.570971,attraction
29.557484,106.570918,attraction
29.557462,106.570926,attraction
29.557496,106.571018,attraction
29.557504,106.571088,attraction
29.544072,106.481554,photo
29.144174,106.259681,photo
28.846717,105.804886,photo
28.824296,105.7284,photo
28.80869,105.495318,photo
28.754418,104.634243,photo
28.629613,104.4176,photo
28.630761,104.416643,restaurant
28.62961,104.417625,photo
28.630355,104.416273,hotel
28.630822,104.415648,photo
28.63868,104.37145,attraction
28.63868,104.37145,attraction
28.63868,104.37145,attraction
28.63868,104.37145,attraction
28.63868,104.37145,attraction
28.63868,104.37145,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.637472,104.368391,attraction
28.63889,104.369077,attraction
28.63889,104.369077,attraction
28.63889,104.369077,attraction
28.639227,104.366981,attraction
28.639227,104.366981,attraction
28.638763,104.36904,attraction
28.63869,104.370306,attraction
28.63869,104.370306,attraction
28.776739,104.59337,photo
28.7928,104.6022,track
28.79717,104.6013,track
28.799978,104.608173,photo
28.80074,104.6079,track
28.79802,104.6084,track
28.79472,104.6089,track
28.796024,104.607448,photo
28.79107,104.6107,track
28.78979,104.6148,track
28.7871,104.6144,track
28.78438,104.6138,track
28.78141,104.6148,track
28.77772,104.6148,track
28.774169,104.618252,attraction
28.77197,104.6193,track
28.77422,104.6174,track
28.7719,104.6192,track
28.77336,104.6183,track
28.777038,104.617943,attraction
28.77502,104.625,track
28.77682,104.6275,track
28.77167,104.6303,track
28.76222,104.6411,track
28.77229,104.64329,photo
28.7629,104.6411,track
28.77292,104.6491,track
28.771679,104.652053,track
28.77143,104.6562,track
28.76982,104.6587,track
28.77112,104.663,track
28.767331,104.658812,photo
28.76431,104.6562,track
28.76412,104.6559,track
28.76189,104.654,track
28.759957,104.651788,photo
28.759,104.6538,track
28.75704,104.6561,track
28.75024,104.6579,track
28.75541,104.6678,track
28.75939,104.6775,track
28.75393,104.6798,track
28.74435,104.6826,track
28.74435,104.6826,track
28.75072,104.6933,track
28.75374,104.6971,track
28.75674,104.7141,track
28.75589,104.7346,track
28.748926,104.751887,track
28.75589,104.7746,track
28.76946,104.7865,track
28.77986,104.7959,track
28.77986,104.7959,track
28.77986,104.7959,track
28.78739,104.7984,track
28.79745,104.8007,track
28.800798,104.798751,photo
28.80324,104.7959,track
28.805757,104.798333,attraction
28.805683,104.798301,attraction
28.807112,104.80176,hotel
28.80718,104.8017,track
28.80712,104.801866,attraction
28.806907,104.800376,attraction
28.80689,104.800425,attraction
28.806667,104.80005,attraction
28.806442,104.800385,restaurant
28.80634,104.800555,photo
28.80639,104.800493,attraction
28.806387,104.800438,attraction
28.80709,104.8019,track
28.807157,104.80215,attraction
28.805712,104.802368,restaurant
28.806937,104.801276,attraction
28.80707,104.801751,attraction
28.807382,104.803575,attraction
28.8003,104.800408,attraction
28.788165,104.80008,attraction
28.731672,104.825383,restaurant
28.735397,104.822888,photo
28.735474,104.822911,photo
28.674728,105.208815,photo
28.67473,105.2088,track
28.67473,105.2088,track
28.7028,105.2733,track
28.71271,105.3013,track
28.72475,105.3178,track
28.7272,105.3191,track
28.73213,105.3373,track
28.73265,105.3405,track
28.73314,105.3436,track
28.7411,105.3608,track
28.747186,105.376005,track
28.7538,105.3972,track
28.75588,105.3991,track
28.7581,105.4013,track
28.75998,105.4038,track
28.76482,105.4126,track
28.76893,105.4214,track
28.7708,105.4241,track
28.77331,105.4262,track
28.77798,105.4287,track
28.78193,105.4322,track
28.78422,105.4343,track
28.78657,105.4363,track
28.78881,105.4387,track
28.79088,105.4414,track
28.79254,105.444,track
28.79434,105.4469,track
28.79561,105.4498,track
28.796624,105.453413,track
28.79728,105.4562,track
28.80027,105.4585,track
28.80197,105.461,track
28.80671,105.476,track
28.80714,105.4793,track
28.80761,105.4826,track
28.80806,105.4858,track
28.80825,105.4891,track
28.80854,105.4956,track
28.80832,105.4989,track
28.80821,105.502,track
28.80806,105.5052,track
28.80787,105.5083,track
28.80772,105.5116,track
28.80803,105.515,track
28.80838,105.5182,track
28.80882,105.5214,track
28.80969,105.5243,track
28.81063,105.5276,track
28.81105,105.5307,track
28.81156,105.5338,track
28.81194,105.5438,track
28.81211,105.547,track
28.81226,105.5534,track
28.8154,105.5621,track
28.81742,105.5643,track
28.81958,105.5663,track
28.82158,105.5686,track
28.82332,105.5713,track
28.82384,105.5744,track
28.82344,105.5808,track
28.82316,105.584,track
28.8287,105.6197,track
28.828,105.626,track
28.82817,105.6292,track
28.82907,105.6324,track
28.82868,105.6355,track
28.8289,105.6389,track
28.82878,105.6425,track
28.82881,105.6457,track
28.82902,105.649,track
28.829234,105.652391,track
28.82984,105.656,track
28.82905,105.6592,track
28.82772,105.6621,track
28.82692,105.6727,track
